season,matchweek,home_club,away_club,final_score,goal_club,goal_scorer,minute
2013-2014,35,Newcastle,Swansea,1:2,Newcastle,Shola Ameobi,23
2013-2014,35,Newcastle,Swansea,1:2,Swansea,Wilfried Bony,45+1
2013-2014,35,Newcastle,Swansea,1:2,Swansea,Wilfried Bony,90+2
2013-2014,35,Cardiff,Stoke City,1:1,Stoke City,Marko Arnautovic,45+3
2013-2014,35,Cardiff,Stoke City,1:1,Cardiff,Peter Whittingham,51
2013-2014,35,West Ham,Crystal Palace,0:1,Crystal Palace,Mile Jedinak,59
2013-2014,35,Chelsea,Sunderland,1:2,Chelsea,Samuel Etoo,12
2013-2014,35,Chelsea,Sunderland,1:2,Sunderland,Connor Wickham,18
2013-2014,35,Chelsea,Sunderland,1:2,Sunderland,Fabio Borini,82
2013-2014,35,Norwich,Liverpool,2:3,Liverpool,Raheem Sterling,4
2013-2014,35,Norwich,Liverpool,2:3,Liverpool,Luis Suarez,11
2013-2014,35,Norwich,Liverpool,2:3,Norwich,Gary Hooper,54
2013-2014,35,Norwich,Liverpool,2:3,Liverpool,Raheem Sterling,62
2013-2014,35,Norwich,Liverpool,2:3,Norwich,Robert Snodgrass,77
2013-2014,35,Hull City,Arsenal,0:3,Arsenal,Aaron Ramsey,31
2013-2014,35,Hull City,Arsenal,0:3,Arsenal,Lukas Podolski,45
2013-2014,35,Hull City,Arsenal,0:3,Arsenal,Lukas Podolski,54
2013-2014,35,Everton,Man Utd,2:0,Everton,Leighton Baines,28
2013-2014,35,Everton,Man Utd,2:0,Everton,Kevin Mirallas,43
2013-2014,35,Man City,West Brom,3:1,Man City,Pablo Zabaleta,3
2013-2014,35,Man City,West Brom,3:1,Man City,Sergio Aguero,10
2013-2014,35,Man City,West Brom,3:1,West Brom,Graham Dorrans,16
2013-2014,35,Man City,West Brom,3:1,Man City,Martin Demichelis,36
2013-2014,36,Southampton,Everton,2:0,Southampton,Antolin Alcaraz,1
2013-2014,36,Southampton,Everton,2:0,Southampton,Seamus Coleman,31
2013-2014,36,Swansea,Aston Villa,4:1,Swansea,Wilfried Bony,10
2013-2014,36,Swansea,Aston Villa,4:1,Aston Villa,Gabriel Agbonlahor,22
2013-2014,36,Swansea,Aston Villa,4:1,Swansea,Jonjo Shelvey,26
2013-2014,36,Swansea,Aston Villa,4:1,Swansea,Pablo Hernandez,73
2013-2014,36,Swansea,Aston Villa,4:1,Swansea,Wilfried Bony,90+4
2013-2014,36,Stoke City,Spurs,0:1,Spurs,Danny Rose,33
2013-2014,36,West Brom,West Ham,1:0,West Brom,Saido Berahino,11
2013-2014,36,Fulham,Hull City,2:2,Fulham,Ashkan Dejagah,55
2013-2014,36,Fulham,Hull City,2:2,Fulham,Fernando Amorebieta,58
2013-2014,36,Fulham,Hull City,2:2,Hull City,Nikica Jelavic,75
2013-2014,36,Fulham,Hull City,2:2,Hull City,Shane Long,87
2013-2014,36,Man Utd,Norwich,4:0,Man Utd,Wayne Rooney,41
2013-2014,36,Man Utd,Norwich,4:0,Man Utd,Wayne Rooney,48
2013-2014,36,Man Utd,Norwich,4:0,Man Utd,Juan Mata,63
2013-2014,36,Man Utd,Norwich,4:0,Man Utd,Juan Mata,73
2013-2014,36,Sunderland,Cardiff,4:0,Sunderland,Connor Wickham,26
2013-2014,36,Sunderland,Cardiff,4:0,Sunderland,Fabio Borini,45+1
2013-2014,36,Sunderland,Cardiff,4:0,Sunderland,Emanuele Giaccherini,76
2013-2014,36,Sunderland,Cardiff,4:0,Sunderland,Connor Wickham,86
2013-2014,36,Liverpool,Chelsea,0:2,Chelsea,Demba Ba,45+3
2013-2014,36,Liverpool,Chelsea,0:2,Chelsea,Willian,90+4
2013-2014,36,Crystal Palace,Man City,0:2,Man City,Edin Dzeko,4
2013-2014,36,Crystal Palace,Man City,0:2,Man City,Yaya Toure,43
2013-2014,36,Arsenal,Newcastle,3:0,Arsenal,Laurent Koscielny,26
2013-2014,36,Arsenal,Newcastle,3:0,Arsenal,Mesut Ozil,42
2013-2014,36,Arsenal,Newcastle,3:0,Arsenal,Olivier Giroud,66
2013-2014,37,West Ham,Spurs,2:0,West Ham,Harry Kane,27
2013-2014,37,West Ham,Spurs,2:0,West Ham,Stewart Downing,44
2013-2014,37,Man Utd,Sunderland,0:1,Sunderland,Sebastian Larsson,30
2013-2014,37,Newcastle,Cardiff,3:0,Newcastle,Shola Ameobi,18
2013-2014,37,Newcastle,Cardiff,3:0,Newcastle,Loic Remy,87
2013-2014,37,Newcastle,Cardiff,3:0,Newcastle,Steven Taylor,90+1
2013-2014,37,Aston Villa,Hull City,3:1,Aston Villa,Ashley Westwood,1
2013-2014,37,Aston Villa,Hull City,3:1,Hull City,Jordan Bowery,28
2013-2014,37,Aston Villa,Hull City,3:1,Aston Villa,Andreas Weimann,41
2013-2014,37,Aston Villa,Hull City,3:1,Aston Villa,Andreas Weimann,45+3
2013-2014,37,Stoke City,Fulham,4:1,Stoke City,Peter Odemwingie,39
2013-2014,37,Stoke City,Fulham,4:1,Stoke City,Marko Arnautovic,54
2013-2014,37,Stoke City,Fulham,4:1,Stoke City,Oussama Assaidi,73
2013-2014,37,Stoke City,Fulham,4:1,Fulham,Kieran Richardson,80
2013-2014,37,Stoke City,Fulham,4:1,Stoke City,Jonathan Walters,82
2013-2014,37,Swansea,Southampton,0:1,Southampton,Rickie Lambert,90+3
2013-2014,37,Everton,Man City,2:3,Everton,Ross Barkley,11
2013-2014,37,Everton,Man City,2:3,Man City,Sergio Aguero,22
2013-2014,37,Everton,Man City,2:3,Man City,Edin Dzeko,43
2013-2014,37,Everton,Man City,2:3,Man City,Edin Dzeko,48
2013-2014,37,Everton,Man City,2:3,Everton,Romelu Lukaku,65
2013-2014,37,Arsenal,West Brom,1:0,Arsenal,Olivier Giroud,14
2013-2014,37,Crystal Palace,Liverpool,3:3,Liverpool,Joe Allen,18
2013-2014,37,Crystal Palace,Liverpool,3:3,Liverpool,Daniel Sturridge,53
2013-2014,37,Crystal Palace,Liverpool,3:3,Liverpool,Luis Suarez,55
2013-2014,37,Crystal Palace,Liverpool,3:3,Crystal Palace,Damien Delaney,79
2013-2014,37,Crystal Palace,Liverpool,3:3,Crystal Palace,Dwight Gayle,81
2013-2014,37,Crystal Palace,Liverpool,3:3,Crystal Palace,Dwight Gayle,88
2013-2014,38,Man City,West Ham,2:0,Man City,Samir Nasri,39
2013-2014,38,Man City,West Ham,2:0,Man City,Vincent Kompany,49
2013-2014,38,Cardiff,Chelsea,1:2,Cardiff,Craig Bellamy,15
2013-2014,38,Cardiff,Chelsea,1:2,Chelsea,Andre Schurrle,72
2013-2014,38,Cardiff,Chelsea,1:2,Chelsea,Fernando Torres,75
2013-2014,38,Hull City,Everton,0:2,Everton,James McCarthy,9
2013-2014,38,Hull City,Everton,0:2,Everton,Romelu Lukaku,46
2013-2014,38,Southampton,Man Utd,1:1,Southampton,Rickie Lambert,28
2013-2014,38,Southampton,Man Utd,1:1,Man Utd,Juan Mata,54
2013-2014,38,Liverpool,Newcastle,2:1,Newcastle,Martin Skrtel,20
2013-2014,38,Liverpool,Newcastle,2:1,Liverpool,Daniel Agger,63
2013-2014,38,Liverpool,Newcastle,2:1,Liverpool,Daniel Sturridge,65
2013-2014,38,Spurs,Aston Villa,3:0,Spurs,Paulinho,14
2013-2014,38,Spurs,Aston Villa,3:0,Spurs,Nathan Baker,35
2013-2014,38,Spurs,Aston Villa,3:0,Spurs,Emmanuel Adebayor,38
2013-2014,38,Norwich,Arsenal,0:2,Arsenal,Aaron Ramsey,53
2013-2014,38,Norwich,Arsenal,0:2,Arsenal,Carl Jenkinson,62
2013-2014,38,West Brom,Stoke City,1:2,Stoke City,Gareth McAuley,22
2013-2014,38,West Brom,Stoke City,1:2,West Brom,Stephane Sessegnon,56
2013-2014,38,West Brom,Stoke City,1:2,Stoke City,Charlie Adam,87
2013-2014,38,Sunderland,Swansea,1:3,Swansea,Nathan Dyer,7
2013-2014,38,Sunderland,Swansea,1:3,Swansea,Marvin Emnes,14
2013-2014,38,Sunderland,Swansea,1:3,Sunderland,Fabio Borini,50
2013-2014,38,Sunderland,Swansea,1:3,Swansea,Wilfried Bony,54
2013-2014,38,Fulham,Crystal Palace,2:2,Crystal Palace,Dwight Gayle,28
2013-2014,38,Fulham,Crystal Palace,2:2,Fulham,Cauley Woodrow,61
2013-2014,38,Fulham,Crystal Palace,2:2,Crystal Palace,Dwight Gayle,82
2013-2014,38,Fulham,Crystal Palace,2:2,Fulham,Chris David,90+4
2014-2015,1,Man Utd,Swansea,1:2,Swansea,Sung Yueng Ki,28
2014-2015,1,Man Utd,Swansea,1:2,Man Utd,Wayne Rooney,53
2014-2015,1,Man Utd,Swansea,1:2,Swansea,Gylfi Sigurdsson,72
2014-2015,1,Leicester,Everton,2:2,Everton,Aiden McGeady,20
2014-2015,1,Leicester,Everton,2:2,Leicester,Leonardo Ulloa,22
2014-2015,1,Leicester,Everton,2:2,Everton,Steven Naismith,45
2014-2015,1,Leicester,Everton,2:2,Leicester,Chris Wood,86
2014-2015,1,QPR,Hull City,0:1,Hull City,James Chester,52
2014-2015,1,Stoke City,Aston Villa,0:1,Aston Villa,Andreas Weimann,50
2014-2015,1,West Brom,Sunderland,2:2,Sunderland,Lee Cattermole,5
2014-2015,1,West Brom,Sunderland,2:2,West Brom,Saido Berahino,42
2014-2015,1,West Brom,Sunderland,2:2,West Brom,Saido Berahino,74
2014-2015,1,West Brom,Sunderland,2:2,Sunderland,Sebastian Larsson,85
2014-2015,1,West Ham,Spurs,0:1,Spurs,Eric Dier,90+3
2014-2015,1,Arsenal,Crystal Palace,2:1,Crystal Palace,Brede Hangeland,35
2014-2015,1,Arsenal,Crystal Palace,2:1,Arsenal,Laurent Koscielny,45+1
2014-2015,1,Arsenal,Crystal Palace,2:1,Arsenal,Aaron Ramsey,90+1
2014-2015,1,Liverpool,Southampton,2:1,Liverpool,Raheem Sterling,23
2014-2015,1,Liverpool,Southampton,2:1,Southampton,Nathaniel Clyne,56
2014-2015,1,Liverpool,Southampton,2:1,Liverpool,Daniel Sturridge,79
2014-2015,1,Newcastle,Man City,0:2,Man City,David Silva,38
2014-2015,1,Newcastle,Man City,0:2,Man City,Sergio Aguero,90+2
2014-2015,1,Burnley,Chelsea,1:3,Burnley,Scott Arfield,14
2014-2015,1,Burnley,Chelsea,1:3,Chelsea,Diego Costa,17
2014-2015,1,Burnley,Chelsea,1:3,Chelsea,Andre Schurrle,21
2014-2015,1,Burnley,Chelsea,1:3,Chelsea,Branislav Ivanovic,34
2014-2015,2,Chelsea,Leicester,2:0,Chelsea,Diego Costa,62
2014-2015,2,Chelsea,Leicester,2:0,Chelsea,Eden Hazard,77
2014-2015,2,Crystal Palace,West Ham,1:3,West Ham,Mauro Zarate,34
2014-2015,2,Crystal Palace,West Ham,1:3,West Ham,Stewart Downing,37
2014-2015,2,Crystal Palace,West Ham,1:3,Crystal Palace,Marouane Chamakh,48
2014-2015,2,Crystal Palace,West Ham,1:3,West Ham,Carlton Cole,62
2014-2015,2,Swansea,Burnley,1:0,Swansea,Nathan Dyer,23
2014-2015,2,Everton,Arsenal,2:2,Everton,Seamus Coleman,19
2014-2015,2,Everton,Arsenal,2:2,Everton,Steven Naismith,45
2014-2015,2,Everton,Arsenal,2:2,Arsenal,Aaron Ramsey,83
2014-2015,2,Everton,Arsenal,2:2,Arsenal,Olivier Giroud,90
2014-2015,2,Hull City,Stoke City,1:1,Hull City,Nikica Jelavic,42
2014-2015,2,Hull City,Stoke City,1:1,Stoke City,Ryan Shawcross,83
2014-2015,2,Spurs,QPR,4:0,Spurs,Nacer Chadli,12
2014-2015,2,Spurs,QPR,4:0,Spurs,Eric Dier,30
2014-2015,2,Spurs,QPR,4:0,Spurs,Nacer Chadli,37
2014-2015,2,Spurs,QPR,4:0,Spurs,Emmanuel Adebayor,65
2014-2015,2,Sunderland,Man Utd,1:1,Man Utd,Juan Mata,17
2014-2015,2,Sunderland,Man Utd,1:1,Sunderland,Jack Rodwell,30
2014-2015,2,Man City,Liverpool,3:1,Man City,Stevan Jovetic,41
2014-2015,2,Man City,Liverpool,3:1,Man City,Stevan Jovetic,55
2014-2015,2,Man City,Liverpool,3:1,Man City,Sergio Aguero,69
2014-2015,2,Man City,Liverpool,3:1,Liverpool,Pablo Zabaleta,83
2014-2015,3,Man City,Stoke City,0:1,Stoke City,Mame Diouf,58
2014-2015,3,Newcastle,Crystal Palace,3:3,Crystal Palace,Dwight Gayle,1
2014-2015,3,Newcastle,Crystal Palace,3:3,Newcastle,Daryl Janmaat,37
2014-2015,3,Newcastle,Crystal Palace,3:3,Crystal Palace,Jason Puncheon,48
2014-2015,3,Newcastle,Crystal Palace,3:3,Newcastle,Rolando Aarons,73
2014-2015,3,Newcastle,Crystal Palace,3:3,Newcastle,Mike Williamson,88
2014-2015,3,Newcastle,Crystal Palace,3:3,Crystal Palace,Wilfried Zaha,90+5
2014-2015,3,QPR,Sunderland,1:0,QPR,Charlie Austin,45+2
2014-2015,3,Swansea,West Brom,3:0,Swansea,Nathan Dyer,2
2014-2015,3,Swansea,West Brom,3:0,Swansea,Wayne Routledge,24
2014-2015,3,Swansea,West Brom,3:0,Swansea,Nathan Dyer,71
2014-2015,3,West Ham,Southampton,1:3,West Ham,Mark Noble,27
2014-2015,3,West Ham,Southampton,1:3,Southampton,Morgan Schneiderlin,45
2014-2015,3,West Ham,Southampton,1:3,Southampton,Morgan Schneiderlin,68
2014-2015,3,West Ham,Southampton,1:3,Southampton,Graziano Pelle,83
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Diego Costa,1
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Branislav Ivanovic,3
2014-2015,3,Everton,Chelsea,3:6,Everton,Kevin Mirallas,45
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Seamus Coleman,67
2014-2015,3,Everton,Chelsea,3:6,Everton,Steven Naismith,69
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Nemanja Matic,74
2014-2015,3,Everton,Chelsea,3:6,Everton,Samuel Etoo,76
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Ramires,77
2014-2015,3,Everton,Chelsea,3:6,Chelsea,Diego Costa,90
2014-2015,3,Aston Villa,Hull City,2:1,Aston Villa,Gabriel Agbonlahor,14
2014-2015,3,Aston Villa,Hull City,2:1,Aston Villa,Andreas Weimann,36
2014-2015,3,Aston Villa,Hull City,2:1,Hull City,Nikica Jelavic,74
2014-2015,3,Spurs,Liverpool,0:3,Liverpool,Raheem Sterling,8
2014-2015,3,Spurs,Liverpool,0:3,Liverpool,Steven Gerrard,49
2014-2015,3,Spurs,Liverpool,0:3,Liverpool,Alberto Moreno,60
2014-2015,3,Leicester,Arsenal,1:1,Arsenal,Alexis Sanchez,20
2014-2015,3,Leicester,Arsenal,1:1,Leicester,Leonardo Ulloa,22
2014-2015,4,Arsenal,Man City,2:2,Man City,Sergio Aguero,28
2014-2015,4,Arsenal,Man City,2:2,Arsenal,Jack Wilshere,63
2014-2015,4,Arsenal,Man City,2:2,Arsenal,Alexis Sanchez,74
2014-2015,4,Arsenal,Man City,2:2,Man City,Martin Demichelis,83
2014-2015,4,Chelsea,Swansea,4:2,Swansea,John Terry,11
2014-2015,4,Chelsea,Swansea,4:2,Chelsea,Diego Costa,45
2014-2015,4,Chelsea,Swansea,4:2,Chelsea,Diego Costa,56
2014-2015,4,Chelsea,Swansea,4:2,Chelsea,Diego Costa,67
2014-2015,4,Chelsea,Swansea,4:2,Chelsea,Loic Remy,81
2014-2015,4,Chelsea,Swansea,4:2,Swansea,Jonjo Shelvey,86
2014-2015,4,Southampton,Newcastle,4:0,Southampton,Graziano Pelle,6
2014-2015,4,Southampton,Newcastle,4:0,Southampton,Graziano Pelle,19
2014-2015,4,Southampton,Newcastle,4:0,Southampton,Jack Cork,54
2014-2015,4,Southampton,Newcastle,4:0,Southampton,Morgan Schneiderlin,90
2014-2015,4,Stoke City,Leicester,0:1,Leicester,Leonardo Ulloa,64
2014-2015,4,Sunderland,Spurs,2:2,Spurs,Nacer Chadli,2
2014-2015,4,Sunderland,Spurs,2:2,Sunderland,Adam Johnson,4
2014-2015,4,Sunderland,Spurs,2:2,Spurs,Christian Eriksen,48
2014-2015,4,Sunderland,Spurs,2:2,Sunderland,Harry Kane,82
2014-2015,4,West Brom,Everton,0:2,Everton,Romelu Lukaku,2
2014-2015,4,West Brom,Everton,0:2,Everton,Kevin Mirallas,66
2014-2015,4,Liverpool,Aston Villa,0:1,Aston Villa,Gabriel Agbonlahor,9
2014-2015,4,Man Utd,QPR,4:0,Man Utd,Angel Di Maria,24
2014-2015,4,Man Utd,QPR,4:0,Man Utd,Ander Herrera,36
2014-2015,4,Man Utd,QPR,4:0,Man Utd,Wayne Rooney,44
2014-2015,4,Man Utd,QPR,4:0,Man Utd,Juan Mata,58
2014-2015,4,Hull City,West Ham,2:2,Hull City,Abel Hernandez,39
2014-2015,4,Hull City,West Ham,2:2,West Ham,Enner Valencia,50
2014-2015,4,Hull City,West Ham,2:2,Hull City,Mohamed Diame,64
2014-2015,4,Hull City,West Ham,2:2,West Ham,Diafra Sakho,67
2014-2015,5,QPR,Stoke City,2:2,Stoke City,Mame Diouf,11
2014-2015,5,QPR,Stoke City,2:2,QPR,Steven Caulker,42
2014-2015,5,QPR,Stoke City,2:2,Stoke City,Peter Crouch,51
2014-2015,5,QPR,Stoke City,2:2,QPR,Niko Kranjcar,88
2014-2015,5,Aston Villa,Arsenal,0:3,Arsenal,Mesut Ozil,32
2014-2015,5,Aston Villa,Arsenal,0:3,Arsenal,Danny Welbeck,34
2014-2015,5,Aston Villa,Arsenal,0:3,Arsenal,Aly Cissokho,36
2014-2015,5,Newcastle,Hull City,2:2,Hull City,Nikica Jelavic,48
2014-2015,5,Newcastle,Hull City,2:2,Hull City,Mohamed Diame,68
2014-2015,5,Newcastle,Hull City,2:2,Newcastle,Papiss Demba Cisse,73
2014-2015,5,Newcastle,Hull City,2:2,Newcastle,Papiss Demba Cisse,87
2014-2015,5,Swansea,Southampton,0:1,Southampton,Victor Wanyama,80
2014-2015,5,West Ham,Liverpool,3:1,West Ham,Winston Reid,2
2014-2015,5,West Ham,Liverpool,3:1,West Ham,Diafra Sakho,7
2014-2015,5,West Ham,Liverpool,3:1,Liverpool,Raheem Sterling,26
2014-2015,5,West Ham,Liverpool,3:1,West Ham,Morgan Amalfitano,88
2014-2015,5,Spurs,West Brom,0:1,West Brom,James Morrison,74
2014-2015,5,Leicester,Man Utd,5:3,Man Utd,Robin Van Persie,13
2014-2015,5,Leicester,Man Utd,5:3,Man Utd,Angel Di Maria,16
2014-2015,5,Leicester,Man Utd,5:3,Leicester,Leonardo Ulloa,17
2014-2015,5,Leicester,Man Utd,5:3,Man Utd,Ander Herrera,57
2014-2015,5,Leicester,Man Utd,5:3,Leicester,David Nugent,62
2014-2015,5,Leicester,Man Utd,5:3,Leicester,Esteban Cambiasso,64
2014-2015,5,Leicester,Man Utd,5:3,Leicester,Jamie Vardy,79
2014-2015,5,Leicester,Man Utd,5:3,Leicester,Leonardo Ulloa,83
2014-2015,5,Everton,Crystal Palace,2:3,Everton,Romelu Lukaku,9
2014-2015,5,Everton,Crystal Palace,2:3,Crystal Palace,Mile Jedinak,30
2014-2015,5,Everton,Crystal Palace,2:3,Crystal Palace,Fraizer Campbell,54
2014-2015,5,Everton,Crystal Palace,2:3,Crystal Palace,Yannick Bolasie,69
2014-2015,5,Everton,Crystal Palace,2:3,Everton,Leighton Baines,83
2014-2015,5,Man City,Chelsea,1:1,Chelsea,Andre Schurrle,71
2014-2015,5,Man City,Chelsea,1:1,Man City,Frank Lampard,85
2014-2015,6,Liverpool,Everton,1:1,Liverpool,Steven Gerrard,65
2014-2015,6,Liverpool,Everton,1:1,Everton,Phil Jagielka,90+2
2014-2015,6,Chelsea,Aston Villa,3:0,Chelsea,Oscar,7
2014-2015,6,Chelsea,Aston Villa,3:0,Chelsea,Diego Costa,59
2014-2015,6,Chelsea,Aston Villa,3:0,Chelsea,Willian,79
2014-2015,6,Crystal Palace,Leicester,2:0,Crystal Palace,Fraizer Campbell,51
2014-2015,6,Crystal Palace,Leicester,2:0,Crystal Palace,Mile Jedinak,54
2014-2015,6,Hull City,Man City,2:4,Man City,Sergio Aguero,7
2014-2015,6,Hull City,Man City,2:4,Man City,Edin Dzeko,11
2014-2015,6,Hull City,Man City,2:4,Hull City,Eliaquim Mangala,21
2014-2015,6,Hull City,Man City,2:4,Hull City,Abel Hernandez,32
2014-2015,6,Hull City,Man City,2:4,Man City,Edin Dzeko,68
2014-2015,6,Hull City,Man City,2:4,Man City,Frank Lampard,87
2014-2015,6,Man Utd,West Ham,2:1,Man Utd,Wayne Rooney,5
2014-2015,6,Man Utd,West Ham,2:1,Man Utd,Robin Van Persie,22
2014-2015,6,Man Utd,West Ham,2:1,West Ham,Diafra Sakho,37
2014-2015,6,Southampton,QPR,2:1,Southampton,Ryan Bertrand,54
2014-2015,6,Southampton,QPR,2:1,QPR,Charlie Austin,66
2014-2015,6,Southampton,QPR,2:1,Southampton,Graziano Pelle,68
2014-2015,6,Arsenal,Spurs,1:1,Spurs,Nacer Chadli,56
2014-2015,6,Arsenal,Spurs,1:1,Arsenal,Alex Oxlade Chamberlain,74
2014-2015,6,West Brom,Burnley,4:0,West Brom,Craig Dawson,30
2014-2015,6,West Brom,Burnley,4:0,West Brom,Saido Berahino,45+1
2014-2015,6,West Brom,Burnley,4:0,West Brom,Saido Berahino,56
2014-2015,6,West Brom,Burnley,4:0,West Brom,Graham Dorrans,90
2014-2015,6,Stoke City,Newcastle,1:0,Stoke City,Peter Crouch,15
2014-2015,7,Hull City,Crystal Palace,2:0,Hull City,Mohamed Diame,60
2014-2015,7,Hull City,Crystal Palace,2:0,Hull City,Nikica Jelavic,89
2014-2015,7,Leicester,Burnley,2:2,Leicester,Jeffrey Schlupp,33
2014-2015,7,Leicester,Burnley,2:2,Burnley,Michael Kightly,39
2014-2015,7,Leicester,Burnley,2:2,Leicester,Riyad Mahrez,40
2014-2015,7,Leicester,Burnley,2:2,Burnley,Ross Wallace,90+6
2014-2015,7,Liverpool,West Brom,2:1,Liverpool,Adam Lallana,45
2014-2015,7,Liverpool,West Brom,2:1,West Brom,Saido Berahino,56
2014-2015,7,Liverpool,West Brom,2:1,Liverpool,Jordan Henderson,61
2014-2015,7,Sunderland,Stoke City,3:1,Sunderland,Connor Wickham,5
2014-2015,7,Sunderland,Stoke City,3:1,Stoke City,Charlie Adam,15
2014-2015,7,Sunderland,Stoke City,3:1,Sunderland,Steven Fletcher,23
2014-2015,7,Sunderland,Stoke City,3:1,Sunderland,Steven Fletcher,79
2014-2015,7,Swansea,Newcastle,2:2,Swansea,Wilfried Bony,17
2014-2015,7,Swansea,Newcastle,2:2,Newcastle,Papiss Demba Cisse,43
2014-2015,7,Swansea,Newcastle,2:2,Swansea,Wayne Routledge,50
2014-2015,7,Swansea,Newcastle,2:2,Newcastle,Papiss Demba Cisse,75
2014-2015,7,Aston Villa,Man City,0:2,Man City,Yaya Toure,82
2014-2015,7,Aston Villa,Man City,0:2,Man City,Sergio Aguero,88
2014-2015,7,Man Utd,Everton,2:1,Man Utd,Angel Di Maria,27
2014-2015,7,Man Utd,Everton,2:1,Everton,Steven Naismith,55
2014-2015,7,Man Utd,Everton,2:1,Man Utd,Falcao,62
2014-2015,7,Spurs,Southampton,1:0,Spurs,Christian Eriksen,40
2014-2015,7,Chelsea,Arsenal,2:0,Chelsea,Eden Hazard,27
2014-2015,7,Chelsea,Arsenal,2:0,Chelsea,Diego Costa,78
2014-2015,7,West Ham,QPR,2:0,West Ham,Nedum Onuoha,5
2014-2015,7,West Ham,QPR,2:0,West Ham,Diafra Sakho,59
2014-2015,8,Man City,Spurs,4:1,Man City,Sergio Aguero,13
2014-2015,8,Man City,Spurs,4:1,Spurs,Christian Eriksen,15
2014-2015,8,Man City,Spurs,4:1,Man City,Sergio Aguero,20
2014-2015,8,Man City,Spurs,4:1,Man City,Sergio Aguero,68
2014-2015,8,Man City,Spurs,4:1,Man City,Sergio Aguero,75
2014-2015,8,Arsenal,Hull City,2:2,Arsenal,Alexis Sanchez,13
2014-2015,8,Arsenal,Hull City,2:2,Hull City,Mohamed Diame,17
2014-2015,8,Arsenal,Hull City,2:2,Hull City,Abel Hernandez,46
2014-2015,8,Arsenal,Hull City,2:2,Arsenal,Danny Welbeck,90+1
2014-2015,8,Burnley,West Ham,1:3,West Ham,Diafra Sakho,49
2014-2015,8,Burnley,West Ham,1:3,West Ham,Enner Valencia,54
2014-2015,8,Burnley,West Ham,1:3,Burnley,George Boyd,60
2014-2015,8,Burnley,West Ham,1:3,West Ham,Carlton Cole,70
2014-2015,8,Crystal Palace,Chelsea,1:2,Chelsea,Oscar,6
2014-2015,8,Crystal Palace,Chelsea,1:2,Chelsea,Cesc Fabregas,51
2014-2015,8,Crystal Palace,Chelsea,1:2,Crystal Palace,Fraizer Campbell,90
2014-2015,8,Everton,Aston Villa,3:0,Everton,Phil Jagielka,18
2014-2015,8,Everton,Aston Villa,3:0,Everton,Romelu Lukaku,48
2014-2015,8,Everton,Aston Villa,3:0,Everton,Seamus Coleman,76
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Santiago Vergini,12
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Graziano Pelle,18
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Jack Cork,37
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Liam Bridcutt,63
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Graziano Pelle,69
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Dusan Tadic,78
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Victor Wanyama,79
2014-2015,8,Southampton,Sunderland,8:0,Southampton,Patrick Van Aanholt,86
2014-2015,8,Newcastle,Leicester,1:0,Newcastle,Gabriel Obertan,71
2014-2015,8,QPR,Liverpool,2:3,Liverpool,Richard Dunne,68
2014-2015,8,QPR,Liverpool,2:3,QPR,Eduardo Vargas,87
2014-2015,8,QPR,Liverpool,2:3,Liverpool,Philippe Coutinho,90
2014-2015,8,QPR,Liverpool,2:3,QPR,Steven Gerrard,90+2
2014-2015,8,QPR,Liverpool,2:3,Liverpool,Steven Caulker,90+5
2014-2015,8,Stoke City,Swansea,2:1,Swansea,Wilfried Bony,34
2014-2015,8,Stoke City,Swansea,2:1,Stoke City,Charlie Adam,43
2014-2015,8,Stoke City,Swansea,2:1,Stoke City,Jonathan Walters,76
2014-2015,8,West Brom,Man Utd,2:2,West Brom,Stephane Sessegnon,8
2014-2015,8,West Brom,Man Utd,2:2,Man Utd,Marouane Fellaini,48
2014-2015,8,West Brom,Man Utd,2:2,West Brom,Saido Berahino,66
2014-2015,8,West Brom,Man Utd,2:2,Man Utd,Daley Blind,87
2014-2015,9,West Ham,Man City,2:1,West Ham,Morgan Amalfitano,21
2014-2015,9,West Ham,Man City,2:1,West Ham,Diafra Sakho,75
2014-2015,9,West Ham,Man City,2:1,Man City,David Silva,77
2014-2015,9,West Brom,Crystal Palace,2:2,Crystal Palace,Brede Hangeland,16
2014-2015,9,West Brom,Crystal Palace,2:2,Crystal Palace,Mile Jedinak,45+1
2014-2015,9,West Brom,Crystal Palace,2:2,West Brom,Victor Anichebe,51
2014-2015,9,West Brom,Crystal Palace,2:2,West Brom,Saido Berahino,90+3
2014-2015,9,Southampton,Stoke City,1:0,Southampton,Sadio Mane,33
2014-2015,9,Sunderland,Arsenal,0:2,Arsenal,Alexis Sanchez,30
2014-2015,9,Sunderland,Arsenal,0:2,Arsenal,Alexis Sanchez,90+2
